Id,MSSubClass,MSZoning,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,MasVnrArea_not_missing,MasVnrArea_times_not_missing,GarageYrBlt_not_missing,GarageYrBlt_times_not_missing,LogLotArea,LogBsmtFinSF1,LogBsmtFinSF2,LogBsmtUnfSF,LogTotalBsmtSF,Log1stFlrSF,Log2ndFlrSF,LogLowQualFinSF,LogGrLivArea,LogGarageArea,LogWoodDeckSF,LogOpenPorchSF,LogEnclosedPorch,Log3SsnPorch,LogScreenPorch,LogPoolArea,LogMiscVal,LogSalePrice,LogMasVnrArea_times_not_missing
348,20,RL,17600,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,1960,1960,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,30.0,TA,TA,CBlock,TA,TA,No,BLQ,1270,Unf,0,208,1478,GasA,Ex,Y,FuseA,1478,0,0,1478,1,0,2,0,3,1,TA,6,Typ,2,Gd,Attchd,1960.0,Unf,2,498,TA,TA,Y,0,40,0,0,0,0,Missing,Missing,Missing,0,12,2009,WD,Normal,157500,True,30.0,True,1960.0,9.77571099759397,7.147559271189454,0.0,5.342334251964811,7.2991214627108,7.2991214627108,0.0,0.0,7.2991214627108,6.212606095751519,0.0,3.713572066704308,0.0,0.0,0.0,0.0,0.0,11.967180737247824,3.4339872044851463
349,160,RL,2448,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,Twnhs,2Story,7,5,2003,2004,Gable,CompShg,VinylSd,Wd Shng,Stone,106.0,Gd,TA,PConc,Gd,TA,No,GLQ,573,Unf,0,191,764,GasA,Ex,Y,SBrkr,764,862,0,1626,1,0,2,1,2,1,Gd,6,Typ,0,Missing,BuiltIn,2003.0,RFn,2,474,TA,TA,Y,0,27,0,0,0,0,Missing,Missing,Missing,0,10,2008,WD,Normal,154000,True,106.0,True,2003.0,7.803435056952168,6.352629396319567,0.0,5.2574953720277815,6.639875833826536,6.639875833826536,6.760414691083428,0.0,7.394493107219038,6.163314804034641,0.0,3.332204510175204,0.0,0.0,0.0,0.0,0.0,11.944707881395766,4.672828834461906
350,60,RL,20431,Pave,IR2,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,9,5,2005,2006,Hip,CompShg,CemntBd,CmentBd,BrkFace,870.0,Ex,TA,PConc,Ex,TA,No,GLQ,1410,Unf,0,438,1848,GasA,Ex,Y,SBrkr,1848,880,0,2728,1,0,2,1,4,1,Ex,10,Typ,2,Ex,Attchd,2006.0,Fin,3,706,TA,TA,Y,0,0,0,0,0,0,Missing,Missing,Missing,0,4,2006,New,Partial,437154,True,870.0,True,2006.0,9.92485757827232,7.252053951852814,0.0,6.0844994130751715,7.522400231387125,7.522400231387125,6.78105762593618,0.0,7.911690520708339,6.561030665896573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.988040814744458,6.769641976852503
351,120,RL,7820,Pave,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,9,5,2007,2007,Hip,CompShg,MetalSd,MetalSd,BrkFace,362.0,Ex,TA,PConc,Ex,TA,No,Unf,0,Unf,0,1869,1869,GasA,Ex,Y,SBrkr,1869,0,0,1869,0,0,2,0,2,1,Ex,6,Typ,1,Gd,Attchd,2007.0,RFn,2,617,TA,TA,Y,210,54,0,0,0,0,Missing,Missing,Missing,0,12,2007,New,Partial,318061,True,362.0,True,2007.0,8.964567702601611,0.0,0.0,7.533693709848633,7.533693709848633,7.533693709848633,0.0,0.0,7.533693709848633,6.42648845745769,5.351858133476067,4.007333185232471,0.0,0.0,0.0,0.0,0.0,12.669998467265833,5.8944028342648505
352,120,RL,5271,Pave,IR1,Low,AllPub,Inside,Mod,ClearCr,Norm,Norm,1Fam,1Story,7,5,1986,1986,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,PConc,Gd,TA,Gd,GLQ,1082,Unf,0,371,1453,GasA,Gd,Y,SBrkr,1453,0,0,1453,1,0,1,1,2,1,Gd,6,Typ,1,TA,Attchd,1986.0,RFn,2,445,TA,TA,Y,0,80,0,0,184,0,Missing,Missing,Missing,0,12,2006,WD,Abnorml,190000,True,0.0,True,1986.0,8.570165076182343,6.9874902470009905,0.0,5.918893854273146,7.282073658093465,7.282073658093465,0.0,0.0,7.282073658093465,6.100318952020064,0.0,4.394449154672439,0.0,0.0,5.220355825078324,0.0,0.0,12.154779351142624,0.0
353,50,RL,9084,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Artery,Norm,1Fam,1.5Fin,5,6,1941,1950,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,TA,Fa,Mn,LwQ,236,Rec,380,0,616,GasA,TA,N,SBrkr,616,495,0,1111,0,1,1,0,3,1,TA,5,Typ,0,Missing,Detchd,1941.0,Unf,1,200,TA,Fa,Y,48,0,0,0,0,0,Missing,Missing,Missing,0,3,2008,ConLw,Normal,95000,True,0.0,True,1941.0,9.114379980830272,5.4680601411351315,5.942799375126701,0.0,6.424869023905388,6.424869023905388,6.206575926724928,0.0,7.013915474810528,5.303304908059076,3.8918202981106265,0.0,0.0,0.0,0.0,0.0,0.0,11.461632170582678,0.0
354,30,RM,8520,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,6,8,1928,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,Gd,BrkTil,TA,TA,No,Unf,0,Unf,0,624,624,GasA,Gd,Y,SBrkr,720,0,0,720,0,0,1,0,2,1,TA,5,Typ,0,Missing,Detchd,2005.0,Unf,2,484,TA,TA,Y,106,0,0,0,0,0,Missing,Missing,Missing,0,5,2010,WD,Normal,105900,True,0.0,True,2005.0,9.050288983827956,0.0,0.0,6.437751649736401,6.437751649736401,6.580639137284949,0.0,0.0,6.580639137284949,6.184148890937483,4.672828834461906,0.0,0.0,0.0,0.0,0.0,0.0,11.570250531589497,0.0
355,50,RL,8400,Pave,Reg,Bnk,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,1.5Fin,6,5,1940,2000,Gable,CompShg,Wd Sdng,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,LwQ,388,Unf,0,552,940,GasA,Ex,Y,SBrkr,1192,403,0,1595,0,0,1,0,2,1,TA,6,Typ,2,Gd,Attchd,1940.0,Unf,1,240,TA,TA,Y,0,0,108,0,0,0,Missing,Missing,Missing,0,6,2006,WD,Normal,140000,True,0.0,True,1940.0,9.036106025364846,5.963579343618446,0.0,6.315358001522335,6.846943139585379,7.084226422097916,6.0014148779611505,0.0,7.3752557780097545,5.484796933490655,0.0,0.0,4.6913478822291435,0.0,0.0,0.0,0.0,11.84939770159144,0.0
356,20,RL,11249,Pave,IR2,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,6,5,1995,1995,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,Gd,PConc,Gd,Gd,No,ALQ,334,BLQ,544,322,1200,GasA,Ex,Y,SBrkr,1200,0,0,1200,1,0,2,0,3,1,Gd,6,Typ,0,Missing,Attchd,1995.0,RFn,2,521,TA,TA,Y,0,26,0,0,0,0,Missing,Missing,Missing,0,8,2007,WD,Normal,177500,True,0.0,True,1995.0,9.328123407632566,5.814130531825066,6.300785794663244,5.777652323222656,7.0909098220799835,7.0909098220799835,0.0,0.0,7.0909098220799835,6.257667587882639,0.0,3.295836866004329,0.0,0.0,0.0,0.0,0.0,12.086725887897607,0.0
357,20,RL,9248,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,1Story,6,6,1992,1992,Gable,CompShg,HdBoard,HdBoard,BrkFace,106.0,TA,TA,PConc,Gd,TA,No,GLQ,560,Unf,0,598,1158,GasA,Gd,Y,SBrkr,1167,0,0,1167,1,0,2,0,3,1,Gd,6,Typ,0,Missing,Attchd,1992.0,RFn,2,400,TA,TA,Y,120,26,0,0,0,0,Missing,Missing,Missing,0,7,2009,WD,Normal,173000,True,106.0,True,1992.0,9.13227071655426,6.329720905522696,0.0,6.395261598115449,7.055312843339752,7.0630481633881725,0.0,0.0,7.0630481633881725,5.993961427306569,4.795790545596741,3.295836866004329,0.0,0.0,0.0,0.0,0.0,12.061046873479915,4.672828834461906
358,120,RM,4224,Pave,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,1Story,5,5,1976,1976,Gable,CompShg,CemntBd,CmentBd,None,0.0,TA,TA,PConc,Gd,TA,No,ALQ,874,Unf,0,268,1142,GasA,TA,Y,SBrkr,1142,0,0,1142,1,0,1,1,3,1,TA,6,Typ,1,Po,Attchd,1976.0,Fin,2,528,TA,TA,Y,536,90,0,0,0,0,Missing,MnPrv,Missing,0,8,2007,WD,Normal,134000,True,0.0,True,1976.0,8.348774539791274,6.774223886357614,0.0,5.594711379601839,7.04141166379481,7.04141166379481,0.0,0.0,7.04141166379481,6.270988431858299,6.285998094508865,4.51085950651685,0.0,0.0,0.0,0.0,0.0,11.805595078933049,0.0
359,80,RL,6930,Pave,IR1,Lvl,AllPub,Inside,Gtl,ClearCr,Norm,Norm,1Fam,SLvl,5,4,1958,1958,Hip,CompShg,Wd Sdng,ImStucc,BrkFace,120.0,TA,TA,CBlock,TA,TA,Av,BLQ,300,Rec,294,468,1062,GasA,Ex,Y,FuseF,1352,0,0,1352,0,1,1,0,3,1,Gd,6,Min2,0,Missing,BuiltIn,1958.0,Unf,1,288,TA,TA,Y,168,0,294,0,0,0,Missing,Missing,Missing,0,7,2006,WD,Abnorml,130000,True,120.0,True,1958.0,8.843759381917984,5.707110264748875,5.68697535633982,6.150602768446279,6.968850378341948,7.210079628170788,0.0,0.0,7.210079628170788,5.666426688112432,5.1298987149230735,0.0,5.68697535633982,0.0,0.0,0.0,0.0,11.77528972943772,4.795790545596741
360,60,RL,12011,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,530.0,Gd,TA,PConc,Gd,TA,Av,GLQ,956,Unf,0,130,1086,GasA,Ex,Y,SBrkr,1086,838,0,1924,1,0,2,1,3,1,Gd,7,Typ,1,TA,Attchd,1998.0,RFn,2,592,TA,TA,Y,208,75,0,0,374,0,Missing,Missing,Missing,0,6,2006,WD,Normal,280000,True,530.0,True,1998.0,9.39366142910322,6.863803391452954,0.0,4.875197323201151,6.99117688712121,6.99117688712121,6.732210706467206,0.0,7.562681246721884,6.385194398997726,5.342334251964811,4.330733340286331,0.0,0.0,5.926926025970411,0.0,0.0,12.542544882151386,6.274762021241939
361,85,RL,7540,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Mitchel,Norm,Norm,1Fam,SFoyer,6,6,1978,1978,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,Gd,TA,Av,GLQ,773,Unf,0,115,888,GasA,Ex,Y,SBrkr,912,0,0,912,1,0,1,0,2,1,TA,5,Typ,1,TA,Attchd,1978.0,RFn,2,470,TA,TA,Y,0,0,0,0,192,0,Missing,MnPrv,Missing,0,6,2007,WD,Normal,156000,True,0.0,True,1978.0,8.928110078202646,6.651571873589727,0.0,4.7535901911063645,6.790097235513905,6.816735880594968,0.0,0.0,6.816735880594968,6.154858094016418,0.0,0.0,0.0,0.0,5.262690188904886,0.0,0.0,11.957611286231675,0.0
362,50,RL,9144,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,5,1940,1982,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,399,Unf,0,484,883,GasA,Gd,Y,SBrkr,988,517,0,1505,1,0,1,0,3,1,TA,8,Typ,0,Missing,Detchd,1940.0,Unf,1,240,TA,TA,N,0,0,0,0,0,0,Missing,Missing,Missing,0,7,2008,WD,Normal,145000,True,0.0,True,1940.0,9.120962560824966,5.991464547107982,0.0,6.184148890937483,6.784457062637643,6.8966943316227125,6.249975242259483,0.0,7.317212408359839,5.484796933490655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.884489021402711,0.0
363,85,RL,7301,Pave,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,SFoyer,7,5,2003,2003,Gable,CompShg,HdBoard,HdBoard,BrkFace,500.0,Gd,TA,Slab,Missing,Missing,Missing,Unf,0,Unf,0,0,0,GasA,Ex,Y,SBrkr,495,1427,0,1922,0,0,3,0,4,1,Gd,7,Typ,1,Ex,BuiltIn,2003.0,RFn,2,672,TA,TA,Y,0,0,177,0,0,0,Missing,Missing,Missing,0,7,2009,ConLD,Normal,198500,True,500.0,True,2003.0,8.895903562215581,0.0,0.0,0.0,0.0,6.206575926724928,7.2640301428995295,0.0,7.56164174558878,6.511745329644728,0.0,0.0,5.181783550292085,0.0,0.0,0.0,0.0,12.198544379109382,6.2166061010848646
364,160,RM,1680,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,6,8,1972,2007,Gable,CompShg,HdBoard,HdBoard,BrkFace,510.0,TA,TA,CBlock,TA,TA,No,ALQ,162,Unf,0,321,483,GasA,Gd,Y,SBrkr,483,504,0,987,0,0,1,1,2,1,Gd,5,Typ,0,Missing,Detchd,1972.0,Unf,1,264,TA,TA,Y,250,0,0,0,0,0,Missing,Missing,Missing,0,5,2009,WD,Normal,118000,True,510.0,True,1972.0,7.427144133408616,5.093750200806762,0.0,5.7745515455444085,6.182084906716632,6.182084906716632,6.22455842927536,0.0,6.895682697747868,5.579729825986222,5.5254529391317835,0.0,0.0,0.0,0.0,0.0,0.0,11.678439903447801,6.236369590203704
365,60,RL,18800,Pave,IR1,Lvl,AllPub,FR2,Gtl,NWAmes,Norm,Norm,1Fam,2Story,6,5,1976,1976,Gable,CompShg,HdBoard,HdBoard,BrkFace,120.0,TA,TA,PConc,Gd,TA,Mn,GLQ,712,Unf,0,84,796,GasA,TA,Y,SBrkr,790,784,0,1574,1,0,2,1,3,1,TA,6,Typ,1,TA,Attchd,1976.0,Fin,2,566,TA,TA,Y,306,111,0,0,0,0,Missing,Missing,Missing,0,7,2006,WD,Normal,190000,True,120.0,True,1976.0,9.841665338892785,6.569481420414296,0.0,4.442651256490317,6.680854678790215,6.673297967767654,6.665683717782408,0.0,7.362010551259734,6.340359303727752,5.726847747587197,4.718498871295094,0.0,0.0,0.0,0.0,0.0,12.154779351142624,4.795790545596741
366,70,RM,10690,Pave,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,2Story,5,7,1920,1997,Hip,CompShg,VinylSd,VinylSd,None,0.0,TA,Gd,CBlock,TA,Fa,No,Rec,456,Unf,0,216,672,GasA,Gd,Y,FuseA,672,672,0,1344,0,0,1,0,3,1,TA,6,Typ,0,Missing,Detchd,1964.0,Unf,1,468,TA,Fa,Y,0,128,218,0,0,0,Missing,Missing,Missing,0,7,2009,WD,Normal,147000,True,0.0,True,1964.0,9.2771575450135,6.124683390894205,0.0,5.37989735354046,6.511745329644728,6.511745329644728,6.511745329644728,0.0,7.20414929203594,6.150602768446279,0.0,4.859812404361672,5.389071729816501,0.0,0.0,0.0,0.0,11.898187865760873,0.0
367,20,RL,9500,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,1963,1963,Gable,CompShg,Plywood,Plywood,BrkFace,247.0,TA,TA,CBlock,Gd,TA,No,BLQ,609,Unf,0,785,1394,GasA,Gd,Y,SBrkr,1394,0,0,1394,1,0,1,1,3,1,TA,6,Typ,2,Gd,Attchd,1963.0,RFn,2,514,TA,TA,Y,0,76,0,0,185,0,Missing,Missing,Missing,0,7,2009,WD,Normal,159000,True,247.0,True,1963.0,9.15915233520675,6.413458957167357,0.0,6.666956792429207,7.240649694255466,7.240649694255466,0.0,0.0,7.240649694255466,6.244166900663736,0.0,4.343805421853684,0.0,0.0,5.225746673713202,0.0,0.0,11.976659481202368,5.5134287461649825
368,80,RL,9150,Pave,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,SLvl,6,5,1962,1962,Gable,Tar&Grv,Plywood,Plywood,BrkFace,305.0,TA,TA,CBlock,Gd,TA,Gd,GLQ,371,Unf,0,728,1099,GasA,Gd,Y,SBrkr,1431,0,0,1431,0,1,1,0,3,1,TA,6,Typ,1,Gd,Basment,1962.0,RFn,1,296,TA,TA,Y,64,110,0,0,0,0,Missing,Missing,Missing,0,12,2008,WD,Normal,165000,True,305.0,True,1962.0,9.121618441915379,5.918893854273146,0.0,6.591673732008658,7.003065458786462,7.266827347520591,0.0,0.0,7.266827347520591,5.6937321388027,4.174387269895637,4.709530201312334,0.0,0.0,0.0,0.0,0.0,12.013700752882718,5.723585101952381
369,20,RL,7800,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1954,1954,Gable,CompShg,HdBoard,HdBoard,BrkFace,200.0,TA,TA,PConc,TA,TA,No,LwQ,540,Unf,0,728,1268,GasA,Gd,Y,SBrkr,1268,0,0,1268,0,0,1,0,2,1,TA,7,Typ,1,Gd,Attchd,1954.0,Fin,1,244,TA,TA,Y,0,98,0,0,0,0,Missing,Missing,Missing,0,3,2010,WD,Normal,132000,True,200.0,True,1954.0,8.962007209588313,6.293419278846481,0.0,6.591673732008658,7.1459844677143876,7.1459844677143876,0.0,0.0,7.1459844677143876,5.501258210544727,0.0,4.59511985013459,0.0,0.0,0.0,0.0,0.0,11.790557201568507,5.303304908059076
370,20,RL,9830,Pave,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1959,2006,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,Gd,CBlock,TA,TA,No,ALQ,72,Rec,258,733,1063,GasA,Ex,Y,SBrkr,1287,0,0,1287,1,0,1,0,3,1,Gd,7,Typ,1,Gd,Detchd,1997.0,Fin,2,576,TA,TA,Y,364,17,0,0,182,0,Missing,Missing,Missing,0,3,2010,WD,Normal,162000,True,0.0,True,1997.0,9.193295937366925,4.290459441148391,5.556828061699537,6.598509028614515,6.96979066990159,7.160845906664299,0.0,0.0,7.160845906664299,6.3578422665081,5.8998973535824915,2.8903717578961645,0.0,0.0,5.209486152841421,0.0,0.0,11.99535161421452,0.0
371,60,RL,8121,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,0,953,953,GasA,Ex,Y,SBrkr,953,711,0,1664,0,0,2,1,3,1,TA,7,Typ,1,TA,Attchd,2000.0,RFn,2,460,TA,TA,Y,100,40,0,0,0,0,Missing,Missing,Missing,0,1,2006,WD,Normal,172400,True,0.0,True,2000.0,9.002331708246244,0.0,0.0,6.860663671448287,6.860663671448287,6.860663671448287,6.568077911411976,0.0,7.417580402414544,6.133398042996649,4.61512051684126,3.713572066704308,0.0,0.0,0.0,0.0,0.0,12.05757263721173,0.0
372,50,RL,17120,Pave,Reg,Lvl,AllPub,Inside,Gtl,ClearCr,Feedr,Norm,1Fam,1.5Fin,4,4,1959,1959,Gable,CompShg,WdShing,Plywood,None,0.0,TA,TA,CBlock,Missing,Missing,Missing,Unf,0,Unf,0,0,0,GasA,TA,Y,SBrkr,1120,468,0,1588,0,0,2,0,4,1,TA,7,Min2,1,Gd,Detchd,1991.0,Fin,2,680,TA,TA,N,0,59,0,0,0,0,Missing,Missing,Missing,0,7,2008,WD,Normal,134432,True,0.0,True,1991.0,9.748061059204817,0.0,0.0,0.0,0.0,7.02197642307216,6.150602768446279,0.0,7.370860166536716,6.523562306149512,0.0,4.0943445622221,0.0,0.0,0.0,0.0,0.0,11.808813773969108,0.0
373,120,RL,7175,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,TwnhsE,1Story,6,5,1984,1984,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,Gd,TA,No,ALQ,623,LwQ,121,0,744,GasA,TA,Y,SBrkr,752,0,0,752,1,0,1,0,2,1,TA,4,Typ,0,Missing,Attchd,1984.0,Unf,1,264,TA,TA,Y,353,0,0,0,90,0,Missing,MnPrv,Missing,0,2,2010,WD,Normal,125000,True,0.0,True,1984.0,8.878497403738631,6.436150368369428,4.804021044733257,0.0,6.61338421837956,6.6240652277998935,0.0,0.0,6.6240652277998935,5.579729825986222,5.869296913133774,0.0,0.0,0.0,4.51085950651685,0.0,0.0,11.736069016284437,0.0
374,20,RL,10634,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1953,1953,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,PConc,TA,TA,No,BLQ,428,LwQ,180,0,608,GasA,TA,Y,SBrkr,1319,0,0,1319,1,0,1,0,3,1,TA,5,Min2,0,Missing,Attchd,1953.0,Unf,1,270,TA,TA,Y,66,0,0,0,0,0,Missing,GdWo,Missing,0,11,2009,WD,Normal,123000,True,0.0,True,1953.0,9.271905727634337,6.061456918928017,5.198497031265826,0.0,6.411818267709897,7.1853870155804165,0.0,0.0,7.1853870155804165,5.602118820879701,4.204692619390966,0.0,0.0,0.0,0.0,0.0,0.0,11.719939634354555,0.0
375,60,RL,8200,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2003,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,847,847,GasA,Ex,Y,SBrkr,847,1081,0,1928,0,0,2,1,4,1,Gd,8,Typ,1,Gd,BuiltIn,2003.0,Fin,2,434,TA,TA,Y,100,48,0,0,0,0,Missing,Missing,Missing,0,7,2007,WD,Normal,219500,True,0.0,True,2003.0,9.012011377036412,0.0,0.0,6.742880635791903,6.742880635791903,6.742880635791903,6.9865664594064265,0.0,7.564757012905729,6.075346031088684,4.61512051684126,3.8918202981106265,0.0,0.0,0.0,0.0,0.0,12.299107511497363,0.0
376,30,RL,10020,Pave,IR1,Low,AllPub,Inside,Sev,Edwards,Norm,Norm,1Fam,1Story,1,1,1922,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,Fa,Fa,BrkTil,Fa,Po,Gd,BLQ,350,Unf,0,333,683,GasA,Gd,N,FuseA,904,0,0,904,1,0,0,1,1,1,Fa,4,Maj1,0,Missing,Missing,0.0,Missing,0,0,Missing,Missing,Y,0,0,0,0,0,0,Missing,Missing,Missing,0,3,2009,WD,Normal,61000,True,0.0,False,0.0,9.212438170058329,5.860786223465865,0.0,5.811140992976701,6.52795791762255,6.807934943699926,0.0,0.0,6.807934943699926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.018629143155449,0.0
377,85,RL,8846,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,SFoyer,5,5,1996,1996,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,298,Unf,0,572,870,GasA,Ex,Y,SBrkr,914,0,0,914,0,0,1,0,2,1,TA,5,Typ,0,Missing,Detchd,1998.0,Unf,2,576,TA,TA,Y,0,0,0,0,0,0,Missing,Missing,Missing,0,7,2006,WD,Normal,148000,True,0.0,True,1998.0,9.087833697483386,5.700443573390687,0.0,6.35088571671474,6.769641976852503,6.818924065275521,0.0,0.0,6.818924065275521,6.3578422665081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.904967552746252,0.0
378,60,FV,11143,Pave,IR1,Lvl,AllPub,Corner,Gtl,Somerst,Norm,Norm,1Fam,2Story,8,5,2004,2005,Gable,CompShg,CemntBd,CmentBd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1580,1580,GasA,Ex,Y,SBrkr,1580,886,0,2466,0,0,3,0,4,1,Gd,8,Typ,1,Gd,Attchd,2004.0,RFn,2,610,TA,TA,Y,159,214,0,0,0,0,Missing,Missing,Missing,0,12,2007,WD,Normal,340000,True,0.0,True,2004.0,9.318656515459642,0.0,0.0,7.365812837209472,7.365812837209472,7.365812837209472,6.787844982309579,0.0,7.810758116529357,6.415096959171596,5.075173815233827,5.3706380281276624,0.0,0.0,0.0,0.0,0.0,12.736700896592344,0.0
379,20,RL,11394,Pave,Reg,Lvl,AllPub,Corner,Gtl,StoneBr,Norm,Norm,1Fam,1Story,9,2,2010,2010,Hip,CompShg,VinylSd,VinylSd,Stone,350.0,Gd,TA,PConc,Ex,TA,Av,GLQ,1445,Unf,0,411,1856,GasA,Ex,Y,SBrkr,1856,0,0,1856,1,0,1,1,1,1,Ex,8,Typ,1,Ex,Attchd,2010.0,Fin,3,834,TA,TA,Y,113,0,0,0,0,0,Missing,Missing,Missing,0,6,2010,New,Partial,394432,True,350.0,True,2010.0,9.340929941679784,7.27655640271871,0.0,6.021023349349527,7.526717561352706,7.526717561352706,0.0,0.0,7.526717561352706,6.727431724850855,4.736198448394496,0.0,0.0,0.0,0.0,0.0,0.0,12.885202034321916,5.860786223465865
380,60,RL,8123,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,RRAn,Norm,1Fam,2Story,6,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,BrkFace,16.0,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,0,982,982,GasA,Ex,Y,SBrkr,1007,793,0,1800,0,0,2,1,3,1,TA,7,Typ,1,TA,Attchd,2000.0,Fin,2,463,TA,TA,Y,100,63,0,0,0,0,Missing,Missing,Missing,0,6,2009,WD,Normal,179000,True,16.0,True,2000.0,9.002577922700276,0.0,0.0,6.890609120147166,6.890609120147166,6.915723448631314,6.677083461247136,0.0,7.496097345175956,6.139884552226255,4.61512051684126,4.1588830833596715,0.0,0.0,0.0,0.0,0.0,12.095141084822892,2.833213344056216
